1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	2	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	22	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
1	21	1
